,cod_ibge,nm_mun,nfam_estab,fam_estab,nfam_cabecas,fam_cabecas,sisprod
0,2900108,Abaíra (BA),4,32,49,349,Caprinocultura
1,2900207,Abaré (BA),109,994,8342,58381,Caprinocultura
2,2900306,Acajutiba (BA),1,2,0,0,Caprinocultura
3,2900355,Adustina (BA),20,67,987,677,Caprinocultura
4,2900405,Água Fria (BA),9,35,164,188,Caprinocultura
5,2900504,Érico Cardoso (BA),6,30,20,102,Caprinocultura
6,2900603,Aiquara (BA),1,2,0,0,Caprinocultura
7,2900702,Alagoinhas (BA),11,30,171,209,Caprinocultura
8,2900801,Alcobaça (BA),3,4,0,0,Caprinocultura
9,2900900,Almadina (BA),1,0,0,0,Caprinocultura
10,2901007,Amargosa (BA),6,15,86,88,Caprinocultura
11,2901106,Amélia Rodrigues (BA),7,8,73,43,Caprinocultura
12,2901155,América Dourada (BA),25,114,701,1830,Caprinocultura
13,2901205,Anagé (BA),43,269,1123,5480,Caprinocultura
14,2901304,Andaraí (BA),16,21,576,310,Caprinocultura
15,2901353,Andorinha (BA),233,912,9612,28157,Caprinocultura
16,2901403,Angical (BA),12,27,210,517,Caprinocultura
17,2901502,Anguera (BA),5,18,92,257,Caprinocultura
18,2901601,Antas (BA),9,15,17,94,Caprinocultura
19,2901700,Antônio Cardoso (BA),27,21,1067,298,Caprinocultura
20,2901809,Antônio Gonçalves (BA),2,19,0,0,Caprinocultura
21,2901908,Aporá (BA),7,33,39,209,Caprinocultura
22,2901957,Apuarema (BA),0,0,0,0,Caprinocultura
23,2902005,Aracatu (BA),60,185,1582,3763,Caprinocultura
24,2902054,Araçás (BA),6,8,0,0,Caprinocultura
25,2902104,Araci (BA),198,641,9710,12068,Caprinocultura
26,2902203,Aramari (BA),4,10,26,68,Caprinocultura
27,2902252,Arataca (BA),0,0,0,0,Caprinocultura
28,2902302,Aratuípe (BA),1,2,0,0,Caprinocultura
29,2902401,Aurelino Leal (BA),0,1,0,0,Caprinocultura
30,2902500,Baianópolis (BA),7,19,63,125,Caprinocultura
31,2902609,Baixa Grande (BA),29,65,1245,1073,Caprinocultura
32,2902658,Banzaê (BA),2,32,0,0,Caprinocultura
33,2902708,Barra (BA),32,204,904,2169,Caprinocultura
34,2902807,Barra da Estiva (BA),17,49,1063,911,Caprinocultura
35,2902906,Barra do Choça (BA),13,12,311,259,Caprinocultura
36,2903003,Barra do Mendes (BA),37,73,873,1424,Caprinocultura
37,2903102,Barra do Rocha (BA),1,2,0,0,Caprinocultura
38,2903201,Barreiras (BA),34,25,721,288,Caprinocultura
39,2903235,Barro Alto (BA),27,106,788,1788,Caprinocultura
40,2903276,Barrocas (BA),16,53,361,875,Caprinocultura
41,2903300,Barro Preto (BA),4,1,0,0,Caprinocultura
42,2903409,Belmonte (BA),3,2,0,0,Caprinocultura
43,2903508,Belo Campo (BA),10,59,110,1232,Caprinocultura
44,2903607,Biritinga (BA),6,30,0,0,Caprinocultura
45,2903706,Boa Nova (BA),9,59,550,1160,Caprinocultura
46,2903805,Boa Vista do Tupim (BA),77,162,2810,2419,Caprinocultura
47,2903904,Bom Jesus da Lapa (BA),19,83,689,1298,Caprinocultura
48,2903953,Bom Jesus da Serra (BA),14,152,561,2477,Caprinocultura
49,2904001,Boninal (BA),12,28,107,180,Caprinocultura
50,2904050,Bonito (BA),5,4,119,36,Caprinocultura
51,2904100,Boquira (BA),95,433,1657,8187,Caprinocultura
52,2904209,Botuporã (BA),4,21,67,219,Caprinocultura
53,2904308,Brejões (BA),22,20,354,186,Caprinocultura
54,2904407,Brejolândia (BA),7,13,0,0,Caprinocultura
55,2904506,Brotas de Macaúbas (BA),4,94,61,3078,Caprinocultura
56,2904605,Brumado (BA),63,166,1469,3044,Caprinocultura
57,2904704,Buerarema (BA),1,1,0,0,Caprinocultura
58,2904753,Buritirama (BA),17,319,312,5498,Caprinocultura
59,2904803,Caatiba (BA),5,3,145,0,Caprinocultura
60,2904852,Cabaceiras do Paraguaçu (BA),26,50,1003,471,Caprinocultura
61,2904902,Cachoeira (BA),22,60,130,508,Caprinocultura
62,2905008,Caculé (BA),7,28,91,334,Caprinocultura
63,2905107,Caém (BA),21,58,307,838,Caprinocultura
64,2905156,Caetanos (BA),144,655,4100,19248,Caprinocultura
65,2905206,Caetité (BA),25,58,206,316,Caprinocultura
66,2905305,Cafarnaum (BA),47,172,828,3050,Caprinocultura
67,2905404,Cairu (BA),0,0,0,0,Caprinocultura
68,2905503,Caldeirão Grande (BA),4,72,0,0,Caprinocultura
69,2905602,Camacan (BA),1,1,0,0,Caprinocultura
70,2905701,Camaçari (BA),34,40,524,489,Caprinocultura
71,2905800,Camamu (BA),2,2,0,0,Caprinocultura
72,2905909,Campo Alegre de Lourdes (BA),299,2837,6204,66350,Caprinocultura
73,2906006,Campo Formoso (BA),328,1322,28490,53588,Caprinocultura
74,2906105,Canápolis (BA),1,2,0,0,Caprinocultura
75,2906204,Canarana (BA),42,154,586,2418,Caprinocultura
76,2906303,Canavieiras (BA),4,4,120,67,Caprinocultura
77,2906402,Candeal (BA),8,34,354,392,Caprinocultura
78,2906501,Candeias (BA),8,20,0,0,Caprinocultura
79,2906600,Candiba (BA),8,27,148,323,Caprinocultura
80,2906709,Cândido Sales (BA),11,13,367,107,Caprinocultura
81,2906808,Cansanção (BA),157,599,6144,12360,Caprinocultura
82,2906824,Canudos (BA),275,694,24157,36096,Caprinocultura
83,2906857,Capela do Alto Alegre (BA),26,71,654,1202,Caprinocultura
84,2906873,Capim Grosso (BA),44,144,1852,1906,Caprinocultura
85,2906899,Caraíbas (BA),69,231,1237,5513,Caprinocultura
86,2906907,Caravelas (BA),3,4,0,24,Caprinocultura
87,2907004,Cardeal da Silva (BA),1,1,0,0,Caprinocultura
88,2907103,Carinhanha (BA),16,58,0,0,Caprinocultura
89,2907202,Casa Nova (BA),1183,4481,60205,209640,Caprinocultura
90,2907301,Castro Alves (BA),6,15,292,536,Caprinocultura
91,2907400,Catolândia (BA),3,5,0,0,Caprinocultura
92,2907509,Catu (BA),7,12,131,38,Caprinocultura
93,2907558,Caturama (BA),13,60,327,830,Caprinocultura
94,2907608,Central (BA),60,200,1299,4541,Caprinocultura
95,2907707,Chorrochó (BA),43,979,7949,59296,Caprinocultura
96,2907806,Cícero Dantas (BA),33,124,559,1211,Caprinocultura
97,2907905,Cipó (BA),14,33,84,293,Caprinocultura
98,2908002,Coaraci (BA),2,1,0,0,Caprinocultura
99,2908101,Cocos (BA),4,10,0,0,Caprinocultura
100,2908200,Conceição da Feira (BA),6,15,57,126,Caprinocultura
101,2908309,Conceição do Almeida (BA),3,4,0,0,Caprinocultura
102,2908408,Conceição do Coité (BA),141,564,2343,7998,Caprinocultura
103,2908507,Conceição do Jacuípe (BA),1,6,0,0,Caprinocultura
104,2908606,Conde (BA),10,6,164,134,Caprinocultura
105,2908705,Condeúba (BA),10,33,92,260,Caprinocultura
106,2908804,Contendas do Sincorá (BA),3,16,260,396,Caprinocultura
107,2908903,Coração de Maria (BA),20,49,316,288,Caprinocultura
108,2909000,Cordeiros (BA),3,45,25,410,Caprinocultura
109,2909109,Coribe (BA),7,21,103,310,Caprinocultura
110,2909208,Coronel João Sá (BA),22,66,193,576,Caprinocultura
111,2909307,Correntina (BA),12,14,350,108,Caprinocultura
112,2909406,Cotegipe (BA),38,85,1017,1788,Caprinocultura
113,2909505,Cravolândia (BA),1,0,0,0,Caprinocultura
114,2909604,Crisópolis (BA),6,36,50,228,Caprinocultura
115,2909703,Cristópolis (BA),6,33,0,0,Caprinocultura
116,2909802,Cruz das Almas (BA),0,4,0,57,Caprinocultura
117,2909901,Curaçá (BA),502,2242,43381,155185,Caprinocultura
118,2910008,Dário Meira (BA),3,4,0,0,Caprinocultura
119,2910057,Dias d'Ávila (BA),1,6,0,0,Caprinocultura
120,2910107,Dom Basílio (BA),8,123,84,1753,Caprinocultura
121,2910206,Dom Macedo Costa (BA),6,1,0,0,Caprinocultura
122,2910305,Elísio Medrado (BA),2,9,0,0,Caprinocultura
123,2910404,Encruzilhada (BA),16,22,613,454,Caprinocultura
124,2910503,Entre Rios (BA),10,5,237,44,Caprinocultura
125,2910602,Esplanada (BA),8,20,224,176,Caprinocultura
126,2910701,Euclides da Cunha (BA),113,573,4729,9875,Caprinocultura
127,2910727,Eunápolis (BA),5,5,0,0,Caprinocultura
128,2910750,Fátima (BA),7,39,31,180,Caprinocultura
129,2910776,Feira da Mata (BA),8,14,227,191,Caprinocultura
130,2910800,Feira de Santana (BA),105,200,1448,1840,Caprinocultura
131,2910859,Filadélfia (BA),9,55,646,607,Caprinocultura
132,2910909,Firmino Alves (BA),3,0,87,0,Caprinocultura
133,2911006,Floresta Azul (BA),0,0,0,0,Caprinocultura
134,2911105,Formosa do Rio Preto (BA),14,37,351,476,Caprinocultura
135,2911204,Gandu (BA),2,0,0,0,Caprinocultura
136,2911253,Gavião (BA),20,107,766,2155,Caprinocultura
137,2911303,Gentio do Ouro (BA),8,36,294,1052,Caprinocultura
138,2911402,Glória (BA),98,713,4864,25543,Caprinocultura
139,2911501,Gongogi (BA),1,1,0,0,Caprinocultura
140,2911600,Governador Mangabeira (BA),9,8,159,40,Caprinocultura
141,2911659,Guajeru (BA),10,47,112,458,Caprinocultura
142,2911709,Guanambi (BA),21,54,649,641,Caprinocultura
143,2911808,Guaratinga (BA),24,10,568,126,Caprinocultura
144,2911857,Heliópolis (BA),1,9,0,0,Caprinocultura
145,2911907,Iaçu (BA),104,106,6352,2041,Caprinocultura
146,2912004,Ibiassucê (BA),6,35,30,254,Caprinocultura
147,2912103,Ibicaraí (BA),0,0,0,0,Caprinocultura
148,2912202,Ibicoara (BA),5,0,15,0,Caprinocultura
149,2912301,Ibicuí (BA),12,4,0,0,Caprinocultura
150,2912400,Ibipeba (BA),37,74,1330,1786,Caprinocultura
151,2912509,Ibipitanga (BA),133,368,2773,7779,Caprinocultura
152,2912608,Ibiquera (BA),5,17,1110,483,Caprinocultura
153,2912707,Ibirapitanga (BA),0,0,0,0,Caprinocultura
154,2912806,Ibirapuã (BA),4,1,0,0,Caprinocultura
155,2912905,Ibirataia (BA),0,0,0,0,Caprinocultura
156,2913002,Ibitiara (BA),139,296,3013,7835,Caprinocultura
157,2913101,Ibititá (BA),28,67,489,1156,Caprinocultura
158,2913200,Ibotirama (BA),18,26,723,193,Caprinocultura
159,2913309,Ichu (BA),3,9,0,0,Caprinocultura
160,2913408,Igaporã (BA),7,8,72,40,Caprinocultura
161,2913457,Igrapiúna (BA),1,0,0,0,Caprinocultura
162,2913507,Iguaí (BA),6,3,0,0,Caprinocultura
163,2913606,Ilhéus (BA),9,11,184,112,Caprinocultura
164,2913705,Inhambupe (BA),9,21,82,130,Caprinocultura
165,2913804,Ipecaetá (BA),59,142,1551,1457,Caprinocultura
166,2913903,Ipiaú (BA),1,5,0,0,Caprinocultura
167,2914000,Ipirá (BA),119,329,5838,4721,Caprinocultura
168,2914109,Ipupiara (BA),11,46,416,1092,Caprinocultura
169,2914208,Irajuba (BA),3,3,0,293,Caprinocultura
170,2914307,Iramaia (BA),10,37,180,968,Caprinocultura
171,2914406,Iraquara (BA),21,116,310,1126,Caprinocultura
172,2914505,Irará (BA),11,33,105,149,Caprinocultura
173,2914604,Irecê (BA),11,21,369,286,Caprinocultura
174,2914653,Itabela (BA),16,1,0,0,Caprinocultura
175,2914703,Itaberaba (BA),90,132,5226,2081,Caprinocultura
176,2914802,Itabuna (BA),1,1,0,0,Caprinocultura
177,2914901,Itacaré (BA),1,4,0,0,Caprinocultura
178,2915007,Itaeté (BA),17,21,888,509,Caprinocultura
179,2915106,Itagi (BA),3,2,0,0,Caprinocultura
180,2915205,Itagibá (BA),12,2,0,0,Caprinocultura
181,2915304,Itagimirim (BA),4,0,290,0,Caprinocultura
182,2915353,Itaguaçu da Bahia (BA),123,416,8770,18569,Caprinocultura
183,2915403,Itaju do Colônia (BA),10,8,570,122,Caprinocultura
184,2915502,Itajuípe (BA),1,0,0,0,Caprinocultura
185,2915601,Itamaraju (BA),10,7,0,0,Caprinocultura
186,2915700,Itamari (BA),0,1,0,0,Caprinocultura
187,2915809,Itambé (BA),19,30,804,655,Caprinocultura
188,2915908,Itanagra (BA),4,5,0,0,Caprinocultura
189,2916005,Itanhém (BA),8,14,138,126,Caprinocultura
190,2916104,Itaparica (BA),0,3,0,51,Caprinocultura
191,2916203,Itapé (BA),5,0,179,0,Caprinocultura
192,2916302,Itapebi (BA),4,1,0,0,Caprinocultura
193,2916401,Itapetinga (BA),24,4,0,0,Caprinocultura
194,2916500,Itapicuru (BA),24,46,469,226,Caprinocultura
195,2916609,Itapitanga (BA),4,0,126,0,Caprinocultura
196,2916708,Itaquara (BA),1,3,0,0,Caprinocultura
197,2916807,Itarantim (BA),19,8,352,80,Caprinocultura
198,2916856,Itatim (BA),80,134,1951,2214,Caprinocultura
199,2916906,Itiruçu (BA),1,2,0,0,Caprinocultura
200,2917003,Itiúba (BA),58,457,2247,8853,Caprinocultura
201,2917102,Itororó (BA),3,5,110,80,Caprinocultura
202,2917201,Ituaçu (BA),27,87,806,1513,Caprinocultura
203,2917300,Ituberá (BA),0,4,0,8,Caprinocultura
204,2917334,Iuiu (BA),14,25,2150,397,Caprinocultura
205,2917359,Jaborandi (BA),5,4,0,0,Caprinocultura
206,2917409,Jacaraci (BA),4,24,29,199,Caprinocultura
207,2917508,Jacobina (BA),42,132,1606,1549,Caprinocultura
208,2917607,Jaguaquara (BA),5,4,152,35,Caprinocultura
209,2917706,Jaguarari (BA),155,811,12071,35689,Caprinocultura
210,2917805,Jaguaripe (BA),5,4,81,15,Caprinocultura
211,2917904,Jandaíra (BA),1,1,0,0,Caprinocultura
212,2918001,Jequié (BA),28,40,1468,1155,Caprinocultura
213,2918100,Jeremoabo (BA),73,365,3698,12025,Caprinocultura
214,2918209,Jiquiriçá (BA),3,5,0,0,Caprinocultura
215,2918308,Jitaúna (BA),1,0,0,0,Caprinocultura
216,2918357,João Dourado (BA),20,120,631,3030,Caprinocultura
217,2918407,Juazeiro (BA),1066,1999,57294,106529,Caprinocultura
218,2918456,Jucuruçu (BA),10,4,275,36,Caprinocultura
219,2918506,Jussara (BA),54,186,8135,7453,Caprinocultura
220,2918555,Jussari (BA),2,0,0,0,Caprinocultura
221,2918605,Jussiape (BA),0,2,0,0,Caprinocultura
222,2918704,Lafaiete Coutinho (BA),2,0,0,0,Caprinocultura
223,2918753,Lagoa Real (BA),13,45,126,595,Caprinocultura
224,2918803,Laje (BA),9,10,133,73,Caprinocultura
225,2918902,Lajedão (BA),3,4,0,0,Caprinocultura
226,2919009,Lajedinho (BA),17,23,1013,204,Caprinocultura
227,2919058,Lajedo do Tabocal (BA),0,10,0,53,Caprinocultura
228,2919108,Lamarão (BA),7,18,0,0,Caprinocultura
229,2919157,Lapão (BA),22,67,355,913,Caprinocultura
230,2919207,Lauro de Freitas (BA),4,1,0,0,Caprinocultura
231,2919306,Lençóis (BA),2,2,0,0,Caprinocultura
232,2919405,Licínio de Almeida (BA),5,11,128,96,Caprinocultura
233,2919504,Livramento de Nossa Senhora (BA),17,126,798,3916,Caprinocultura
234,2919553,Luís Eduardo Magalhães (BA),14,18,2919,224,Caprinocultura
235,2919603,Macajuba (BA),13,19,362,294,Caprinocultura
236,2919702,Macarani (BA),10,1,0,0,Caprinocultura
237,2919801,Macaúbas (BA),42,134,706,1981,Caprinocultura
238,2919900,Macururé (BA),188,759,10992,51214,Caprinocultura
239,2919959,Maetinga (BA),25,94,397,1347,Caprinocultura
240,2920007,Maiquinique (BA),12,5,192,0,Caprinocultura
241,2920106,Mairi (BA),19,51,188,456,Caprinocultura
242,2920205,Malhada (BA),11,41,612,982,Caprinocultura
243,2920304,Malhada de Pedras (BA),24,45,269,838,Caprinocultura
244,2920403,Manoel Vitorino (BA),55,176,3868,6145,Caprinocultura
245,2920452,Mansidão (BA),12,86,318,1123,Caprinocultura
246,2920502,Maracás (BA),32,40,2581,831,Caprinocultura
247,2920601,Maragogipe (BA),5,10,57,42,Caprinocultura
248,2920700,Maraú (BA),1,2,0,0,Caprinocultura
249,2920809,Marcionílio Souza (BA),20,52,1292,1301,Caprinocultura
250,2920908,Mascote (BA),5,1,0,0,Caprinocultura
251,2921005,Mata de São João (BA),4,2,0,0,Caprinocultura
252,2921054,Matina (BA),0,6,0,33,Caprinocultura
253,2921104,Medeiros Neto (BA),5,10,87,204,Caprinocultura
254,2921203,Miguel Calmon (BA),51,84,1814,1528,Caprinocultura
255,2921302,Milagres (BA),16,27,1234,738,Caprinocultura
256,2921401,Mirangaba (BA),17,123,982,2889,Caprinocultura
257,2921450,Mirante (BA),76,232,4081,6771,Caprinocultura
258,2921500,Monte Santo (BA),465,2674,16548,62715,Caprinocultura
259,2921609,Morpará (BA),9,15,256,536,Caprinocultura
260,2921708,Morro do Chapéu (BA),38,157,1425,4246,Caprinocultura
261,2921807,Mortugaba (BA),11,18,39,79,Caprinocultura
262,2921906,Mucugê (BA),6,14,0,0,Caprinocultura
263,2922003,Mucuri (BA),8,5,501,140,Caprinocultura
264,2922052,Mulungu do Morro (BA),63,165,892,3131,Caprinocultura
265,2922102,Mundo Novo (BA),16,20,234,270,Caprinocultura
266,2922201,Muniz Ferreira (BA),1,9,0,0,Caprinocultura
267,2922250,Muquém do São Francisco (BA),28,82,1500,1594,Caprinocultura
268,2922300,Muritiba (BA),4,9,0,0,Caprinocultura
269,2922409,Mutuípe (BA),1,2,0,0,Caprinocultura
270,2922508,Nazaré (BA),5,5,37,19,Caprinocultura
271,2922607,Nilo Peçanha (BA),0,1,0,0,Caprinocultura
272,2922656,Nordestina (BA),88,321,3479,5998,Caprinocultura
273,2922706,Nova Canaã (BA),3,5,0,0,Caprinocultura
274,2922730,Nova Fátima (BA),25,85,597,1226,Caprinocultura
275,2922755,Nova Ibiá (BA),0,1,0,0,Caprinocultura
276,2922805,Nova Itarana (BA),14,24,355,348,Caprinocultura
277,2922854,Nova Redenção (BA),10,20,403,208,Caprinocultura
278,2922904,Nova Soure (BA),20,51,0,0,Caprinocultura
279,2923001,Nova Viçosa (BA),2,5,0,0,Caprinocultura
280,2923035,Novo Horizonte (BA),6,19,182,201,Caprinocultura
281,2923050,Novo Triunfo (BA),17,52,119,400,Caprinocultura
282,2923100,Olindina (BA),16,19,945,169,Caprinocultura
283,2923209,Oliveira dos Brejinhos (BA),104,429,4378,16280,Caprinocultura
284,2923308,Ouriçangas (BA),2,3,0,0,Caprinocultura
285,2923357,Ourolândia (BA),94,274,4003,7750,Caprinocultura
286,2923407,Palmas de Monte Alto (BA),23,54,1631,1455,Caprinocultura
287,2923506,Palmeiras (BA),2,11,0,0,Caprinocultura
288,2923605,Paramirim (BA),16,51,141,728,Caprinocultura
289,2923704,Paratinga (BA),9,98,92,989,Caprinocultura
290,2923803,Paripiranga (BA),20,101,74,533,Caprinocultura
291,2923902,Pau Brasil (BA),1,1,0,0,Caprinocultura
292,2924009,Paulo Afonso (BA),65,282,1693,8569,Caprinocultura
293,2924058,Pé de Serra (BA),32,104,570,1223,Caprinocultura
294,2924108,Pedrão (BA),1,8,0,0,Caprinocultura
295,2924207,Pedro Alexandre (BA),32,51,0,0,Caprinocultura
296,2924306,Piatã (BA),9,57,56,307,Caprinocultura
297,2924405,Pilão Arcado (BA),165,2909,5676,77685,Caprinocultura
298,2924504,Pindaí (BA),25,45,242,634,Caprinocultura
299,2924603,Pindobaçu (BA),16,24,151,314,Caprinocultura
300,2924652,Pintadas (BA),24,56,0,0,Caprinocultura
301,2924678,Piraí do Norte (BA),1,0,0,0,Caprinocultura
302,2924702,Piripá (BA),13,47,103,463,Caprinocultura
303,2924801,Piritiba (BA),28,24,0,0,Caprinocultura
304,2924900,Planaltino (BA),10,51,247,831,Caprinocultura
305,2925006,Planalto (BA),11,37,337,392,Caprinocultura
306,2925105,Poções (BA),24,116,556,1786,Caprinocultura
307,2925204,Pojuca (BA),2,11,0,0,Caprinocultura
308,2925253,Ponto Novo (BA),14,89,504,1172,Caprinocultura
309,2925303,Porto Seguro (BA),13,3,373,10,Caprinocultura
310,2925402,Potiraguá (BA),10,1,0,0,Caprinocultura
311,2925501,Prado (BA),4,4,128,0,Caprinocultura
312,2925600,Presidente Dutra (BA),12,74,218,1167,Caprinocultura
313,2925709,Presidente Jânio Quadros (BA),8,119,238,1339,Caprinocultura
314,2925758,Presidente Tancredo Neves (BA),3,4,25,20,Caprinocultura
315,2925808,Queimadas (BA),161,343,7550,6190,Caprinocultura
316,2925907,Quijingue (BA),156,849,3756,15220,Caprinocultura
317,2925931,Quixabeira (BA),27,118,451,1757,Caprinocultura
318,2925956,Rafael Jambeiro (BA),104,166,5034,2404,Caprinocultura
319,2926004,Remanso (BA),254,2001,14020,67402,Caprinocultura
320,2926103,Retirolândia (BA),68,183,2071,2678,Caprinocultura
321,2926202,Riachão das Neves (BA),23,40,801,816,Caprinocultura
322,2926301,Riachão do Jacuípe (BA),72,142,2380,1621,Caprinocultura
323,2926400,Riacho de Santana (BA),12,43,408,770,Caprinocultura
324,2926509,Ribeira do Amparo (BA),12,65,124,514,Caprinocultura
325,2926608,Ribeira do Pombal (BA),17,95,362,928,Caprinocultura
326,2926657,Ribeirão do Largo (BA),6,2,193,0,Caprinocultura
327,2926707,Rio de Contas (BA),4,12,32,109,Caprinocultura
328,2926806,Rio do Antônio (BA),20,72,299,545,Caprinocultura
329,2926905,Rio do Pires (BA),8,34,113,534,Caprinocultura
330,2927002,Rio Real (BA),3,10,17,50,Caprinocultura
331,2927101,Rodelas (BA),37,103,1989,5635,Caprinocultura
332,2927200,Ruy Barbosa (BA),28,46,1751,605,Caprinocultura
333,2927309,Salinas da Margarida (BA),1,0,0,0,Caprinocultura
334,2927408,Salvador (BA),1,0,0,0,Caprinocultura
335,2927507,Santa Bárbara (BA),17,33,596,258,Caprinocultura
336,2927606,Santa Brígida (BA),30,118,385,1248,Caprinocultura
337,2927705,Santa Cruz Cabrália (BA),1,3,0,41,Caprinocultura
338,2927804,Santa Cruz da Vitória (BA),2,1,0,0,Caprinocultura
339,2927903,Santa Inês (BA),4,8,172,93,Caprinocultura
340,2928000,Santaluz (BA),203,587,12404,11521,Caprinocultura
341,2928059,Santa Luzia (BA),0,0,0,0,Caprinocultura
342,2928109,Santa Maria da Vitória (BA),12,12,217,107,Caprinocultura
343,2928208,Santana (BA),8,20,485,333,Caprinocultura
344,2928307,Santanópolis (BA),3,28,0,0,Caprinocultura
345,2928406,Santa Rita de Cássia (BA),54,162,1153,2647,Caprinocultura
346,2928505,Santa Terezinha (BA),15,51,1084,930,Caprinocultura
347,2928604,Santo Amaro (BA),9,34,116,250,Caprinocultura
348,2928703,Santo Antônio de Jesus (BA),9,13,523,61,Caprinocultura
349,2928802,Santo Estêvão (BA),28,71,459,567,Caprinocultura
350,2928901,São Desidério (BA),6,32,170,433,Caprinocultura
351,2928950,São Domingos (BA),45,142,1781,2982,Caprinocultura
352,2929008,São Félix (BA),1,18,0,0,Caprinocultura
353,2929057,São Félix do Coribe (BA),14,27,1427,266,Caprinocultura
354,2929107,São Felipe (BA),3,13,31,58,Caprinocultura
355,2929206,São Francisco do Conde (BA),4,7,0,0,Caprinocultura
356,2929255,São Gabriel (BA),77,300,2429,9916,Caprinocultura
357,2929305,São Gonçalo dos Campos (BA),18,31,113,197,Caprinocultura
358,2929354,São José da Vitória (BA),0,1,0,0,Caprinocultura
359,2929370,São José do Jacuípe (BA),37,111,696,1654,Caprinocultura
360,2929404,São Miguel das Matas (BA),0,4,0,15,Caprinocultura
361,2929503,São Sebastião do Passé (BA),12,17,263,176,Caprinocultura
362,2929602,Sapeaçu (BA),7,21,0,0,Caprinocultura
363,2929701,Sátiro Dias (BA),16,38,0,0,Caprinocultura
364,2929750,Saubara (BA),0,1,0,0,Caprinocultura
365,2929800,Saúde (BA),8,25,419,314,Caprinocultura
366,2929909,Seabra (BA),14,57,287,458,Caprinocultura
367,2930006,Sebastião Laranjeiras (BA),9,18,459,472,Caprinocultura
368,2930105,Senhor do Bonfim (BA),19,92,1047,1289,Caprinocultura
369,2930154,Serra do Ramalho (BA),26,100,1044,1703,Caprinocultura
370,2930204,Sento Sé (BA),80,1089,9228,62447,Caprinocultura
371,2930303,Serra Dourada (BA),5,18,74,170,Caprinocultura
372,2930402,Serra Preta (BA),24,52,367,435,Caprinocultura
373,2930501,Serrinha (BA),72,128,1367,1486,Caprinocultura
374,2930600,Serrolândia (BA),7,48,64,393,Caprinocultura
375,2930709,Simões Filho (BA),5,13,33,119,Caprinocultura
376,2930758,Sítio do Mato (BA),9,58,625,650,Caprinocultura
377,2930766,Sítio do Quinto (BA),5,55,0,0,Caprinocultura
378,2930774,Sobradinho (BA),62,101,10281,8409,Caprinocultura
379,2930808,Souto Soares (BA),35,98,676,1273,Caprinocultura
380,2930907,Tabocas do Brejo Velho (BA),2,15,0,0,Caprinocultura
381,2931004,Tanhaçu (BA),51,202,1867,4346,Caprinocultura
382,2931053,Tanque Novo (BA),9,73,118,752,Caprinocultura
383,2931103,Tanquinho (BA),12,16,270,127,Caprinocultura
384,2931202,Taperoá (BA),2,2,0,0,Caprinocultura
385,2931301,Tapiramutá (BA),1,4,0,0,Caprinocultura
386,2931350,Teixeira de Freitas (BA),6,4,296,51,Caprinocultura
387,2931400,Teodoro Sampaio (BA),4,4,28,60,Caprinocultura
388,2931509,Teofilândia (BA),31,105,783,1713,Caprinocultura
389,2931608,Teolândia (BA),1,2,0,0,Caprinocultura
390,2931707,Terra Nova (BA),2,5,0,0,Caprinocultura
391,2931806,Tremedal (BA),14,127,235,2192,Caprinocultura
392,2931905,Tucano (BA),89,564,4334,10977,Caprinocultura
393,2932002,Uauá (BA),242,2330,17126,96361,Caprinocultura
394,2932101,Ubaíra (BA),4,6,104,40,Caprinocultura
395,2932200,Ubaitaba (BA),0,1,0,0,Caprinocultura
396,2932309,Ubatã (BA),0,0,0,0,Caprinocultura
397,2932408,Uibaí (BA),21,109,428,1786,Caprinocultura
398,2932457,Umburanas (BA),50,104,2095,1973,Caprinocultura
399,2932507,Una (BA),1,2,0,0,Caprinocultura
400,2932606,Urandi (BA),8,50,453,1009,Caprinocultura
401,2932705,Uruçuca (BA),1,0,0,0,Caprinocultura
402,2932804,Utinga (BA),3,8,40,200,Caprinocultura
403,2932903,Valença (BA),3,9,40,62,Caprinocultura
404,2933000,Valente (BA),98,258,2895,5011,Caprinocultura
405,2933059,Várzea da Roça (BA),18,138,452,1245,Caprinocultura
406,2933109,Várzea do Poço (BA),6,25,48,204,Caprinocultura
407,2933158,Várzea Nova (BA),43,497,2850,13791,Caprinocultura
408,2933174,Varzedo (BA),1,7,0,0,Caprinocultura
409,2933208,Vera Cruz (BA),2,0,0,0,Caprinocultura
410,2933257,Vereda (BA),3,1,57,0,Caprinocultura
411,2933307,Vitória da Conquista (BA),96,226,2291,4008,Caprinocultura
412,2933406,Wagner (BA),2,9,0,0,Caprinocultura
413,2933455,Wanderley (BA),23,19,647,329,Caprinocultura
414,2933505,Wenceslau Guimarães (BA),0,1,0,0,Caprinocultura
415,2933604,Xique-Xique (BA),60,607,1379,14082,Caprinocultura
416,2900108,Abaíra (BA),51,478,1,11,Avicultura (Frango)
417,2900207,Abaré (BA),90,751,2,11,Avicultura (Frango)
418,2900306,Acajutiba (BA),9,45,0,2,Avicultura (Frango)
419,2900355,Adustina (BA),146,666,21,22,Avicultura (Frango)
420,2900405,Água Fria (BA),229,1089,218,24,Avicultura (Frango)
421,2900504,Érico Cardoso (BA),129,1268,4,27,Avicultura (Frango)
422,2900603,Aiquara (BA),55,114,2,3,Avicultura (Frango)
423,2900702,Alagoinhas (BA),264,1136,482,370,Avicultura (Frango)
